1564088686721205760,0.00000,0.00000,0.00000,0.67318,-0.73879,-0.03205,0.00000,
1564088686769776640,0.00036,-0.00114,0.00092,0.67318,-0.73878,-0.03214,-0.00002,
1564088686817459456,0.00155,0.00197,0.02027,0.67472,-0.73726,-0.03453,0.00373,
1564088686870340096,0.00304,0.00873,0.03561,0.67172,-0.74000,-0.03420,0.00429,
1564088686923762944,0.00597,0.01388,0.04193,0.66997,-0.74160,-0.03398,0.00522,
1564088686967643136,0.00706,0.01691,0.03578,0.67029,-0.74127,-0.03466,0.00547,
1564088687020873472,0.00757,0.01619,0.02746,0.67164,-0.73998,-0.03627,0.00484,
1564088687062590208,0.00923,0.01451,0.02692,0.67180,-0.73982,-0.03633,0.00535,
1564088687125214720,0.00731,0.01285,0.02069,0.67282,-0.73888,-0.03677,0.00463,
1564088687168132352,0.00673,0.01377,0.01944,0.67281,-0.73888,-0.03688,0.00447,
1564088687219981312,0.01132,0.01565,0.01553,0.67288,-0.73884,-0.03604,0.00639,
1564088687267944960,0.01497,0.01915,0.01772,0.67238,-0.73926,-0.03682,0.00698,
1564088687328697088,0.00701,0.02019,0.03724,0.66949,-0.74182,-0.03834,0.00390,
1564088687379945728,0.00764,0.02335,0.04153,0.66868,-0.74256,-0.03805,0.00405,
1564088687427554048,0.00827,0.02155,0.02933,0.67085,-0.74064,-0.03745,0.00429,
1564088687467986432,0.00623,0.01962,0.02072,0.67237,-0.73926,-0.03753,0.00362,
1564088687521806080,0.00571,0.02111,0.03011,0.67080,-0.74066,-0.03794,0.00332,
1564088687567508736,0.00498,0.02081,0.02489,0.67169,-0.73985,-0.03798,0.00299,
1564088687630982912,0.00298,0.01998,0.02000,0.67265,-0.73897,-0.03831,0.00237,
1564088687675510528,0.00469,0.02417,0.02969,0.67069,-0.74073,-0.03855,0.00295,
1564088687719106560,0.00413,0.02248,0.02070,0.67218,-0.73939,-0.03842,0.00281,
1564088687762352128,0.00826,0.02642,0.03041,0.67030,-0.74108,-0.03856,0.00383,
1564088687801963520,0.01011,0.02437,0.01376,0.67291,-0.73873,-0.03819,0.00446,
1564088687851765760,0.00916,0.02455,0.01488,0.67292,-0.73873,-0.03797,0.00431,
1564088687896072192,0.01149,0.02474,0.01569,0.67255,-0.73909,-0.03738,0.00528,
1564088687939972864,0.01222,0.02471,0.01594,0.67251,-0.73911,-0.03756,0.00534,
1564088687988608256,0.00729,0.02125,0.01136,0.67376,-0.73796,-0.03811,0.00366,
1564088688101219072,0.00765,0.02054,0.01284,0.67376,-0.73794,-0.03841,0.00366,
1564088688153312256,0.00320,0.02164,0.02526,0.67158,-0.73991,-0.03879,0.00232,
1564088688200468480,0.00240,0.02259,0.02490,0.67144,-0.74004,-0.03876,0.00221,
1564088688252052992,0.00741,0.02296,0.01915,0.67248,-0.73910,-0.03862,0.00358,
1564088688302800640,0.00508,0.02827,0.03784,0.66891,-0.74227,-0.03994,0.00253,
1564088688403525632,0.00722,0.02488,0.02760,0.67099,-0.74038,-0.04000,0.00334,
1564088688452189184,0.01062,0.02980,0.03707,0.66886,-0.74225,-0.04086,0.00401,
1564088688500364288,0.01322,0.03073,0.02978,0.66996,-0.74116,-0.04273,0.00419,
1564088688553608192,0.01060,0.03240,0.02960,0.66979,-0.74120,-0.04457,0.00398,
1564088688601155072,0.01597,0.03445,0.02279,0.67024,-0.74035,-0.05149,0.00296,
1564088688653778432,0.00533,0.03250,0.02781,0.66970,-0.74071,-0.05336,0.00142,
1564088688702526464,0.00361,0.03338,0.03046,0.66940,-0.74101,-0.05294,0.00077,
1564088688752804096,0.01285,0.03697,0.02225,0.67083,-0.73984,-0.05105,0.00321,
1564088688802653440,0.01989,0.04172,0.02399,0.67023,-0.74018,-0.05373,0.00538,
1564088688852172544,0.01376,0.04560,0.03216,0.66827,-0.74185,-0.05505,0.00666,
1564088688903713536,0.01342,0.04566,0.02081,0.67091,-0.73930,-0.05701,0.00798,
1564088688952890880,0.01097,0.05164,0.01980,0.67106,-0.73917,-0.05646,0.01064,
1564088689005144832,0.03297,0.06746,0.02412,0.66977,-0.73976,-0.06191,0.01800,
1564088689056551680,0.00944,0.06719,0.02172,0.67053,-0.73859,-0.06714,0.01926,
1564088689120059904,-0.00684,0.10165,0.02223,0.66611,-0.74195,-0.07364,0.01951,
