0.000000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 1.000000
0.100099029 -0.000172 0.000022 0.000001 0.000076 -0.000036 0.000064 1.000000
0.200048029 0.000592 0.000705 0.000707 -0.000118 0.000061 0.000053 1.000000
0.299996995 0.002964 0.000330 0.001465 0.000083 0.000484 -0.000241 1.000000
0.399946029 0.002893 0.000232 0.001417 0.000210 0.000479 -0.000210 1.000000
0.500045000 0.002944 0.000242 0.001445 0.000218 0.000418 -0.000220 1.000000
0.599994000 0.003215 0.000229 0.001497 0.000087 0.000553 -0.000274 1.000000
0.699943029 0.002953 0.000252 0.001553 0.000199 0.000458 -0.000256 1.000000
0.800041995 0.002806 0.000423 0.001494 0.000214 0.000407 -0.000284 1.000000
0.899991029 0.002837 0.000360 0.001380 0.000316 0.000415 -0.000299 1.000000
0.999940000 0.002731 0.000274 0.001462 0.000344 0.000392 -0.000333 1.000000
1.099889000 0.002585 0.000464 0.001439 0.000178 0.000453 -0.000287 1.000000
1.199987971 0.002258 0.000681 0.001422 -0.000027 0.000418 -0.000212 1.000000
1.299937033 0.002296 0.000699 0.001629 -0.000108 0.000483 -0.000185 1.000000
1.399885995 0.002145 0.000448 0.001665 -0.000058 0.000405 -0.000241 1.000000
1.499985000 0.001769 0.000061 0.001558 -0.000029 0.000325 -0.000251 1.000000
1.599933995 0.001364 0.000050 0.001383 -0.000056 0.000231 -0.000285 1.000000
1.699882995 0.001062 0.000036 0.000981 -0.000098 0.000219 -0.000216 1.000000
1.799831967 0.000988 -0.000119 0.000849 -0.000051 0.000151 -0.000192 1.000000
1.899931000 0.001324 0.000043 0.000977 -0.000214 0.000321 -0.000189 1.000000
1.999880033 0.001419 0.000191 0.001089 -0.000297 0.000396 -0.000223 1.000000
2.099829000 0.001501 0.000101 0.001081 -0.000462 0.000409 -0.000222 1.000000
2.199927995 0.001485 -0.000043 0.001241 -0.000315 0.000430 0.000186 1.000000
2.299876966 0.001703 0.000034 0.001231 -0.000591 0.000493 -0.000048 1.000000
2.399826038 0.001394 0.000170 0.001078 -0.000431 0.000466 -0.000125 1.000000
2.499775028 0.001286 0.000037 0.001094 0.000258 0.001073 -0.000954 0.999999
2.599874028 0.001538 0.000254 0.001100 0.000144 0.000748 -0.000640 1.000000
2.699823000 0.001085 -0.001094 0.001681 -0.000069 0.001910 -0.003650 0.999992
2.799772000 0.000587 -0.005651 0.002663 -0.002616 0.001593 -0.009594 0.999949
2.899870995 0.007899 -0.012562 0.001973 -0.013022 0.001252 -0.032725 0.999379
2.999820024 0.021078 -0.016626 0.003230 -0.018703 -0.000345 -0.048357 0.998655
3.099769000 0.027577 -0.011084 0.007850 -0.014171 -0.001904 -0.045401 0.998867
3.199718028 0.032794 -0.005857 0.013421 -0.018732 -0.001857 -0.060115 0.998014
3.299817028 0.036674 0.006466 0.021926 -0.022908 0.000945 -0.073012 0.997067
3.399766028 0.042841 0.022669 0.030714 -0.019756 0.003177 -0.079362 0.996645
3.499715000 0.049285 0.044976 0.039282 -0.008968 0.003398 -0.073832 0.997225
3.599814028 0.056403 0.070004 0.047656 -0.003526 0.004045 -0.079449 0.996825
3.699763028 0.068087 0.101105 0.052997 -0.001673 0.006099 -0.091132 0.995819
3.799712028 0.083439 0.138589 0.052764 0.003424 0.007922 -0.095936 0.995350
3.899661028 0.097856 0.177591 0.050152 0.003996 0.010723 -0.105038 0.994402
3.999760033 0.111981 0.222437 0.050313 0.008224 0.011540 -0.104807 0.994392
4.099709028 0.124354 0.265580 0.049632 0.012529 0.011776 -0.105595 0.994261
4.199658028 0.137172 0.307310 0.049930 0.016953 0.011951 -0.107906 0.993945
4.299757000 0.149005 0.347237 0.052645 0.027166 0.010915 -0.102131 0.994340
4.399706028 0.157307 0.384453 0.057676 0.036984 0.009225 -0.099058 0.994351
4.499655000 0.163769 0.423782 0.062125 0.046980 0.006703 -0.096884 0.994164
4.599604028 0.168547 0.463627 0.063694 0.051382 0.005213 -0.106721 0.992947
4.699703014 0.171438 0.504906 0.062533 0.058817 0.002470 -0.112508 0.991905
4.799651971 0.177046 0.547307 0.057966 0.068257 -0.002278 -0.112753 0.991273
4.899601557 0.184338 0.588016 0.050787 0.074121 -0.001969 -0.120062 0.989994
4.999699971 0.194585 0.629687 0.043428 0.083172 -0.003480 -0.119844 0.989297
5.099637447 0.204798 0.668740 0.032816 0.086745 -0.002255 -0.129345 0.987796
5.199564453 0.212343 0.706494 0.021270 0.095662 -0.004257 -0.129110 0.986996
5.299641408 0.220190 0.738551 0.012024 0.106094 -0.005930 -0.127665 0.986109
5.399568443 0.231124 0.762985 0.001532 0.108595 -0.002981 -0.138945 0.984323
5.499495459 0.238196 0.785974 -0.009275 0.112380 -0.003385 -0.139917 0.983759
5.599422441 0.243145 0.805461 -0.020791 0.110393 -0.003978 -0.139688 0.984015
5.699499448 0.247209 0.821237 -0.036611 0.098369 -0.003411 -0.142320 0.984915
5.799426488 0.254195 0.830882 -0.050002 0.074701 0.000081 -0.150453 0.985791
5.899353499 0.259768 0.835788 -0.060153 0.047396 0.003597 -0.152731 0.987124
5.999430477 0.263842 0.836260 -0.069614 0.022982 0.005241 -0.145713 0.989046
6.099370299 0.264799 0.835473 -0.082607 -0.002956 0.006639 -0.137674 0.990451
6.199319319 0.268873 0.831433 -0.092070 -0.028433 0.009378 -0.129617 0.991112
6.299268310 0.266661 0.817622 -0.105876 -0.049709 0.012315 -0.121410 0.991280
6.399367291 0.271432 0.802558 -0.122332 -0.070219 0.015581 -0.120192 0.990142
6.499316319 0.274220 0.788310 -0.145468 -0.089775 0.017694 -0.121494 0.988366
6.599265348 0.276296 0.779590 -0.175851 -0.107146 0.018210 -0.124919 0.986196
6.699364353 0.273515 0.778568 -0.214297 -0.128075 0.016707 -0.145476 0.980895
6.799313314 0.274528 0.777205 -0.252131 -0.124640 0.015048 -0.139271 0.982264
6.899262319 0.277053 0.777034 -0.295710 -0.108642 0.013606 -0.116697 0.987114
6.999211319 0.281830 0.775241 -0.341267 -0.099691 0.011364 -0.120086 0.987680
7.099310314 0.283200 0.774810 -0.379374 -0.099470 0.010024 -0.148268 0.983881
7.199259319 0.289298 0.783322 -0.414927 -0.090428 0.008447 -0.157750 0.983294
7.299208319 0.292890 0.801141 -0.444627 -0.080929 0.005686 -0.162358 0.983391
7.399307319 0.300849 0.819899 -0.477898 -0.066684 0.003511 -0.159021 0.985014
7.499256348 0.308704 0.841404 -0.514465 -0.052760 0.002121 -0.155061 0.986493
7.599205319 0.321695 0.861340 -0.552226 -0.045868 0.003872 -0.165039 0.985212
7.699154348 0.335948 0.883779 -0.586357 -0.039104 0.006128 -0.173182 0.984094
7.799253319 0.348355 0.906741 -0.623905 -0.023944 0.004524 -0.164651 0.986051
7.899202319 0.354179 0.925331 -0.657785 -0.011783 0.002373 -0.162679 0.986606
7.999151314 0.361256 0.935532 -0.690195 -0.002561 0.002762 -0.164152 0.986428
8.099250348 0.366834 0.938583 -0.725067 0.000812 0.003778 -0.169875 0.985458
8.199199314 0.366423 0.931440 -0.758236 -0.004653 0.004395 -0.179688 0.983703
8.299148319 0.368488 0.917416 -0.787560 -0.017007 0.005248 -0.183681 0.982825
8.399097347 0.362812 0.893115 -0.812039 -0.036354 0.006067 -0.192414 0.980621
8.499196347 0.352234 0.862717 -0.835330 -0.048187 0.003338 -0.186165 0.981330
8.599145319 0.341013 0.824079 -0.862815 -0.065735 0.003784 -0.197451 0.978099
8.699094352 0.338879 0.782955 -0.894561 -0.072065 0.004560 -0.195248 0.978092
8.799193314 0.337301 0.743749 -0.923995 -0.084542 0.006562 -0.205402 0.974997
8.899142319 0.334683 0.709854 -0.951492 -0.094323 0.007607 -0.212043 0.972668
8.999091347 0.334844 0.683650 -0.974385 -0.101513 0.009496 -0.215118 0.971251
9.099040314 0.336291 0.666702 -1.001557 -0.101897 0.009188 -0.208004 0.972762
9.199139347 0.342088 0.661332 -1.031483 -0.088114 0.007871 -0.180923 0.979510
9.299088347 0.348700 0.664148 -1.061235 -0.075743 0.007116 -0.171712 0.982205
9.399037319 0.354735 0.672799 -1.098129 -0.056453 0.005113 -0.164931 0.984675
9.499136314 0.360601 0.688099 -1.138667 -0.035203 0.002830 -0.161729 0.986203
9.599085347 0.371390 0.710957 -1.176292 -0.012215 0.002115 -0.155488 0.987760
9.699034347 0.386300 0.738620 -1.209422 0.010208 0.002505 -0.154221 0.987980
9.798983347 0.394380 0.768819 -1.239168 0.038336 -0.000027 -0.147462 0.988325
9.899082319 0.398093 0.797570 -1.264539 0.062445 -0.002546 -0.147309 0.987114
9.999031314 0.404095 0.821780 -1.282023 0.083957 -0.002458 -0.149732 0.985153
10.098980347 0.408147 0.839617 -1.298118 0.103502 -0.001543 -0.156064 0.982308
10.199079319 0.421478 0.850782 -1.319886 0.127018 -0.001948 -0.154745 0.979753
10.299028285 0.430574 0.856544 -1.335282 0.153497 -0.004005 -0.146645 0.977199
10.398977290 0.438074 0.858305 -1.347329 0.179693 -0.007288 -0.139828 0.973707
10.498926319 0.435202 0.854637 -1.368506 0.204870 -0.011872 -0.129427 0.970122
10.599025347 0.433310 0.830777 -1.396944 0.220865 -0.013126 -0.129188 0.966621
10.698974319 0.426632 0.801128 -1.423632 0.232895 -0.015724 -0.123604 0.964487
10.798923314 0.420612 0.765881 -1.447778 0.239895 -0.019002 -0.118245 0.963383
10.899022314 0.412351 0.728746 -1.476311 0.244449 -0.025706 -0.107069 0.963390
10.998971347 0.402452 0.691396 -1.500572 0.247272 -0.032099 -0.094911 0.963752
11.098920347 0.398256 0.658548 -1.522867 0.237947 -0.030908 -0.097479 0.965880
11.198869314 0.393097 0.629563 -1.540994 0.232633 -0.033292 -0.088872 0.967923
11.298968347 0.384028 0.608083 -1.553497 0.225496 -0.034402 -0.087190 0.969725
11.398917318 0.376095 0.591451 -1.562264 0.224974 -0.036883 -0.081078 0.970285
11.498866314 0.371918 0.577984 -1.562545 0.235925 -0.040292 -0.072778 0.968204
11.598965285 0.368271 0.562278 -1.549353 0.258351 -0.042433 -0.067878 0.962729
11.698914318 0.361406 0.558475 -1.536599 0.292140 -0.049450 -0.055041 0.953509
11.798863347 0.360167 0.553678 -1.520544 0.327446 -0.053034 -0.052164 0.941937
11.898812347 0.357088 0.550995 -1.501195 0.363427 -0.056538 -0.048437 0.928643
11.998911347 0.357962 0.549858 -1.477813 0.401112 -0.062092 -0.037133 0.913167
12.098860285 0.358181 0.548719 -1.456879 0.434292 -0.064378 -0.033156 0.897857
12.198809318 0.355427 0.553134 -1.440908 0.465845 -0.068087 -0.028674 0.881777
12.298908285 0.351148 0.557510 -1.428858 0.492784 -0.066181 -0.033458 0.866986
12.398857314 0.349423 0.561136 -1.417316 0.524063 -0.066769 -0.032972 0.848418
12.498806347 0.345965 0.555988 -1.412135 0.562007 -0.070133 -0.028950 0.823645
12.598755318 0.341130 0.549133 -1.414842 0.602185 -0.074905 -0.021308 0.794549
12.698856894 0.336562 0.540101 -1.418889 0.638735 -0.077956 -0.015532 0.765310
12.798803347 0.336662 0.534081 -1.419067 0.671938 -0.080906 -0.008869 0.736122
12.898752313 0.335290 0.537932 -1.421459 0.701218 -0.080179 -0.004661 0.708409
12.998851318 0.340246 0.537244 -1.418861 0.732575 -0.083290 0.006158 0.675543
13.098800966 0.337437 0.552696 -1.415166 0.755184 -0.081040 0.008341 0.650431
13.198749371 0.334395 0.569805 -1.402710 0.780162 -0.089480 0.018953 0.618854
13.298698313 0.332588 0.579802 -1.384373 0.801439 -0.086957 0.022896 0.591278
13.398797318 0.336064 0.588561 -1.363959 0.821155 -0.081924 0.027883 0.564107
13.498746318 0.345864 0.602458 -1.336570 0.840785 -0.083600 0.040057 0.533373
13.598695347 0.353770 0.621491 -1.305046 0.861831 -0.095688 0.057766 0.494726
13.698794318 0.352475 0.640089 -1.266064 0.879990 -0.101026 0.067174 0.459238
13.798743285 0.348565 0.653657 -1.225960 0.894528 -0.092897 0.067999 0.431932
13.898692347 0.342610 0.653014 -1.189806 0.911242 -0.105416 0.079021 0.390233
13.998641313 0.335801 0.652880 -1.163007 0.925677 -0.107002 0.084566 0.352877
14.098740351 0.330089 0.648734 -1.142472 0.939474 -0.107652 0.089885 0.312603
14.198689313 0.325235 0.646112 -1.124031 0.949918 -0.088503 0.089920 0.285898
14.298638347 0.322973 0.645367 -1.114698 0.959707 -0.076496 0.093614 0.253668
14.398737361 0.322434 0.657592 -1.102742 0.967018 -0.067436 0.098058 0.225195
14.498686318 0.325114 0.661886 -1.098078 0.972749 -0.072740 0.106135 0.192883
14.598635285 0.328058 0.673597 -1.089189 0.975725 -0.060836 0.107116 0.181069
14.698584347 0.329816 0.690883 -1.086126 0.977296 -0.065842 0.107466 0.170322
14.798683285 0.336715 0.715285 -1.085014 0.976623 -0.070884 0.106732 0.172601
14.898632318 0.342316 0.746718 -1.089863 0.972878 -0.046970 0.099760 0.203346
14.998581347 0.352516 0.779503 -1.088589 0.970382 -0.060458 0.097324 0.212676
15.098680318 0.363577 0.814049 -1.082363 0.967489 -0.068707 0.095345 0.223949
15.198629346 0.374114 0.850438 -1.077091 0.964267 -0.060156 0.091520 0.241236
15.298578313 0.384419 0.885962 -1.067306 0.961008 -0.050237 0.087828 0.257344
15.398677318 0.393561 0.915449 -1.053193 0.959065 -0.053077 0.088658 0.263661
15.498626313 0.399756 0.929775 -1.031914 0.959997 -0.099656 0.102703 0.240680
15.598575346 0.401229 0.931535 -1.008605 0.960162 -0.125116 0.111220 0.223752
15.698524346 0.391075 0.924458 -0.986896 0.962834 -0.119194 0.109628 0.216161
15.798623318 0.379078 0.904075 -0.968860 0.967355 -0.111144 0.108927 0.200014
15.898572346 0.367283 0.878263 -0.948808 0.972870 -0.096582 0.109446 0.179491
15.998521346 0.356590 0.855877 -0.927715 0.978596 -0.076975 0.111642 0.154790
16.098620318 0.346058 0.840736 -0.908314 0.983409 -0.060408 0.116224 0.125500
16.198569318 0.337710 0.837492 -0.887606 0.986529 -0.037085 0.120697 0.104004
